time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-07-04T22:02:35.090Z,35.6775017,-117.5148315,2.85,3.35,ml,61,45,0.1004,0.16,ci,ci38445015,2019-07-05T03:56:13.040Z,"14km SW of Searles Valley, CA",earthquake,0.17,0.88,0.201,21,reviewed,ci,ci
2019-07-06T06:14:15.720Z,35.6743317,-117.4693298,6.38,3.35,ml,31,65,0.08783,0.21,ci,ci38458767,2019-07-06T19:58:59.887Z,"12km SSW of Searles Valley, CA",earthquake,0.3,1.01,0.25,5,reviewed,ci,ci
2019-07-06T11:45:11.460Z,35.8344994,-117.6654968,4.46,3.35,ml,43,37,0.05834,0.15,ci,ci38462559,2019-07-06T19:35:19.274Z,"24km N of Ridgecrest, CA",earthquake,0.19,0.47,0.224,19,reviewed,ci,ci
2019-07-06T15:30:49.940Z,35.6931648,-117.5540009,8.29,3.35,ml,61,44,0.1301,0.15,ci,ci38465063,2019-07-06T18:57:57.337Z,"14km NE of Ridgecrest, CA",earthquake,0.16,0.63,0.208,19,reviewed,ci,ci
2019-07-04T18:53:27.460Z,35.7276649,-117.5641632,1.62,3.34,ml,40,57,0.1635,0.16,ci,ci38443695,2019-07-04T22:49:09.611Z,"15km WSW of Searles Valley, CA",earthquake,0.17,0.48,0.218,21,reviewed,ci,ci
2019-07-04T19:51:16.850Z,35.7094994,-117.5566635,0.34,3.34,ml,50,58,0.1449,0.13,ci,ci38444063,2019-07-05T03:04:21.879Z,"15km NE of Ridgecrest, CA",earthquake,0.17,0.51,0.184,23,reviewed,ci,ci
2019-07-05T02:05:19.160Z,35.6558342,-117.5234985,1.57,3.34,ml,55,61,0.08533,0.14,ci,ci38446671,2019-07-05T02:48:27.510Z,"14km ENE of Ridgecrest, CA",earthquake,0.16,0.5,0.205,21,reviewed,ci,ci
2019-07-06T09:46:39.950Z,35.8063316,-117.6275024,2.8,3.34,ml,48,51,0.02612,0.2,ci,ci38461127,2019-07-06T19:35:39.792Z,"21km WNW of Searles Valley, CA",earthquake,0.18,0.37,0.206,20,reviewed,ci,ci
2019-07-06T19:46:23.810Z,35.8918343,-117.7231674,3.87,3.34,ml,47,38,0.08974,0.21,ci,ci38467359,2019-07-06T23:56:37.378Z,"17km ESE of Little Lake, CA",earthquake,0.19,0.57,0.325,22,reviewed,ci,ci
2019-07-04T23:54:36.440Z,35.6571655,-117.5218353,1.67,3.33,ml,55,45,0.08563,0.17,ci,ci38445839,2019-07-05T00:05:50.460Z,"14km ENE of Ridgecrest, CA",earthquake,0.18,0.52,0.202,22,reviewed,ci,ci
2019-07-06T04:44:32.370Z,35.6259995,-117.5758362,5.05,3.33,ml,28,90,0.1006,0.17,ci,ci38458023,2019-07-06T23:19:57.234Z,"9km E of Ridgecrest, CA",earthquake,0.32,1.24,0.217,22,reviewed,ci,ci
2019-07-06T06:57:47.640Z,35.8600006,-117.7108307,8.26,3.33,ml,28,84,0.06756,0.15,ci,ci38459247,2019-07-06T22:41:48.922Z,"20km ESE of Little Lake, CA",earthquake,0.3,0.76,0.301,21,reviewed,ci,ci
2019-07-06T09:33:25.100Z,35.8751678,-117.7220001,7.68,3.33,ml,31,38,0.07504,0.18,ci,ci38460991,2019-07-06T19:35:53.339Z,"18km ESE of Little Lake, CA",earthquake,0.3,0.87,0.319,22,reviewed,ci,ci
2019-07-05T03:19:53.710Z,35.6426659,-117.529335,0.61,3.32,ml,22,189,0.1784,0.13,ci,ci38447191,2019-07-05T04:17:38.128Z,"14km E of Ridgecrest, CA",earthquake,0.65,0.55,0.208,22,reviewed,ci,ci
2019-07-06T04:47:31.220Z,35.7496681,-117.5573349,4.66,3.32,ml,37,57,0.2738,0.36,ci,ci38458047,2019-07-06T23:24:57.275Z,"14km W of Searles Valley, CA",earthquake,0.38,2.87,0.221,23,reviewed,ci,ci
2019-07-06T06:49:28.890Z,35.9226685,-117.6924973,2.29,3.32,ml,41,35,0.105,0.18,ci,ci38459167,2019-07-06T19:37:43.553Z,"19km E of Little Lake, CA",earthquake,0.2,0.58,0.249,20,reviewed,ci,ci
2019-07-06T16:01:08.230Z,35.5923347,-117.3939972,4.07,3.32,ml,66,25,0.05589,0.18,ci,ci38465367,2019-07-06T18:57:07.813Z,"19km S of Trona, CA",earthquake,0.17,0.58,0.236,22,reviewed,ci,ci
2019-07-06T18:30:39.790Z,35.7158318,-117.5581665,5.46,3.32,ml,56,58,0.1509,0.19,ci,ci38466711,2019-07-06T18:43:45.521Z,"15km NE of Ridgecrest, CA",earthquake,0.17,1.05,0.174,19,reviewed,ci,ci
2019-07-04T17:42:53.890Z,35.7285004,-117.5598297,1.83,3.31,ml,28,59,0.1625,0.11,ci,ci38443239,2019-07-05T00:51:08.001Z,"15km WSW of Searles Valley, CA",earthquake,0.24,0.83,0.108,7,reviewed,ci,ci
2019-07-06T06:30:45.760Z,35.8691673,-117.6531677,7.7,3.31,ml,37,60,0.1091,0.2,ci,ci38458943,2019-07-06T06:41:13.500Z,"24km ESE of Little Lake, CA",earthquake,0.27,0.97,0.249,20,reviewed,ci,ci
2019-07-04T22:05:22.570Z,35.6534,-117.442,8.97,3.3,ml,,26,0.56,1.17,us,us70004ach,2019-07-06T19:31:17.145Z,"13km SSW of Searles Valley, California",earthquake,3,9.1,0.034,112,reviewed,us,us
2019-07-06T05:37:30.540Z,35.8776665,-117.7248306,2.95,3.3,ml,42,40,0.07625,0.22,ci,ci38458479,2019-07-06T05:49:00.806Z,"18km ESE of Little Lake, CA",earthquake,0.28,0.58,0.2,22,reviewed,ci,ci
2019-07-06T07:15:26.440Z,35.7034988,-117.5051651,4.53,3.3,ml,56,46,0.1219,0.2,ci,ci38459439,2019-07-06T23:31:22.871Z,"12km SW of Searles Valley, CA",earthquake,0.17,0.91,0.252,19,reviewed,ci,ci
2019-07-06T08:46:32.640Z,35.6778336,-117.5970001,5.47,3.3,ml,45,56,0.1258,0.25,ci,ci38460471,2019-07-06T19:38:40.036Z,"10km NE of Ridgecrest, CA",earthquake,0.25,1.17,0.257,20,reviewed,ci,ci
2019-07-06T09:49:33.340Z,35.8921661,-117.7193298,6.94,3.3,ml,44,44,0.09127,0.15,ci,ci38461159,2019-07-06T20:41:50.401Z,"18km ESE of Little Lake, CA",earthquake,0.2,0.48,0.183,22,reviewed,ci,ci
2019-07-06T15:07:06.010Z,35.6676674,-117.5168304,6.94,3.3,ml,60,45,0.09241,0.17,ci,ci38464775,2019-07-06T18:59:52.441Z,"15km SW of Searles Valley, CA",earthquake,0.17,0.62,0.224,18,reviewed,ci,ci
2019-07-06T15:09:15.280Z,35.8833351,-117.7243347,3.78,3.3,ml,48,39,0.08156,0.17,ci,ci38464799,2019-07-06T18:59:33.647Z,"18km ESE of Little Lake, CA",earthquake,0.18,0.54,0.218,23,reviewed,ci,ci
2019-07-06T19:54:29.840Z,35.8959999,-117.7266693,4.39,3.3,ml,35,61,0.09109,0.14,ci,ci38467423,2019-07-06T21:33:33.129Z,"17km ESE of Little Lake, CA",earthquake,0.19,0.61,0.264,20,reviewed,ci,ci
2019-07-04T17:58:02.620Z,35.7008324,-117.5169983,2.77,3.29,ml,37,61,0.1225,0.2,ci,ci38443319,2019-07-05T01:00:39.319Z,"13km SW of Searles Valley, CA",earthquake,0.22,0.71,0.21,22,reviewed,ci,ci
2019-07-04T18:27:26.710Z,35.6738319,-117.5175018,1.57,3.29,ml,55,45,0.0981,0.18,ci,ci38443527,2019-07-04T22:47:34.990Z,"15km SW of Searles Valley, CA",earthquake,0.17,0.47,0.209,24,reviewed,ci,ci
2019-07-06T12:40:46.010Z,35.9020004,-117.6558304,7.31,3.29,ml,43,41,0.05533,0.24,ci,ci38463223,2019-07-06T20:59:00.098Z,"23km E of Little Lake, CA",earthquake,0.25,0.68,0.276,17,reviewed,ci,ci
2019-07-04T18:18:45.740Z,35.6375008,-117.6143341,5.97,3.28,ml,48,48,0.134,0.16,ci,ci38443487,2019-07-05T00:49:47.845Z,"6km ENE of Ridgecrest, CA",earthquake,0.17,0.84,0.247,19,reviewed,ci,ci
2019-07-05T11:12:33.460Z,37.4035,-118.5236667,9.29,3.28,md,33,58,0.05933,0.07,nc,nc73207501,2019-07-06T08:58:06.224Z,"7km E of Round Valley, CA",earthquake,0.33,0.93,0.308,27,reviewed,nc,nc
2019-07-06T05:26:06.060Z,35.9049988,-117.7188339,4.21,3.28,ml,19,69,0.09165,0.1,ci,ci38458383,2019-07-06T19:56:36.756Z,"17km ESE of Little Lake, CA",earthquake,0.29,0.66,0.145,4,reviewed,ci,ci
2019-07-06T05:40:08.400Z,35.8863335,-117.6740036,11,3.28,ml,27,62,0.1071,0.26,ci,ci38458495,2019-07-06T05:48:03.116Z,"22km ESE of Little Lake, CA",earthquake,0.39,0.78,0.206,26,reviewed,ci,ci
2019-07-06T12:05:21.400Z,35.7879982,-117.6278305,7.39,3.28,ml,26,52,0.03707,0.18,ci,ci38462847,2019-07-06T20:56:07.189Z,"19km NNE of Ridgecrest, CA",earthquake,0.31,0.78,0.233,19,reviewed,ci,ci
2019-07-06T18:56:39.210Z,35.6285019,-117.5821686,9.15,3.28,ml,55,54,0.1064,0.23,ci,ci38466959,2019-07-07T01:23:45.805Z,"8km E of Ridgecrest, CA",earthquake,0.2,0.6,0.259,20,reviewed,ci,ci
2019-07-05T03:15:18.720Z,35.6286659,-117.5633316,3.95,3.27,ml,65,41,0.09253,0.18,ci,ci38447143,2019-07-05T04:18:13.542Z,"10km E of Ridgecrest, CA",earthquake,0.16,0.59,0.252,20,reviewed,ci,ci
2019-07-06T17:09:01.490Z,35.9608345,-117.2730026,2.87,3.27,ml,42,45,0.07024,0.16,ci,ci38466023,2019-07-06T22:16:16.326Z,"24km NNE of Trona, CA",earthquake,0.2,0.8,0.226,23,reviewed,ci,ci
2019-07-06T18:13:16.120Z,35.9178352,-117.7156677,2.11,3.27,ml,44,44,0.08858,0.17,ci,ci38466583,2019-07-06T22:31:30.025Z,"17km E of Little Lake, CA",earthquake,0.19,0.37,0.231,25,reviewed,ci,ci
2019-07-04T19:10:19.790Z,35.6938324,-117.4944992,0.97,3.26,ml,57,47,0.1103,0.18,ci,ci38443823,2019-07-05T03:23:08.049Z,"12km SW of Searles Valley, CA",earthquake,0.16,0.43,0.198,22,reviewed,ci,ci
2019-07-05T12:23:57.990Z,35.7228317,-117.5285034,3.14,3.26,ml,50,46,0.1084,0.15,ci,ci38450935,2019-07-05T17:03:04.481Z,"12km WSW of Searles Valley, CA",earthquake,0.16,1.12,0.217,18,reviewed,ci,ci
2019-07-06T04:30:44.030Z,35.8726667,-117.6746667,8.67,3.26,ml,9,89,0.0846,0.15,ci,ci38457919,2019-07-06T21:59:32.447Z,"22km ESE of Little Lake, CA",earthquake,0.45,0.99,0.161,13,reviewed,ci,ci
2019-07-04T21:47:04.410Z,35.6321678,-117.6071701,9,3.25,ml,50,51,0.1266,0.16,ci,ci38444903,2019-07-05T03:09:48.790Z,"6km ENE of Ridgecrest, CA",earthquake,0.19,0.64,0.231,19,reviewed,ci,ci
2019-07-05T02:19:41.860Z,35.7746658,-117.6169968,2.35,3.25,ml,53,53,0.1249,0.18,ci,ci38446807,2019-07-05T02:34:51.062Z,"18km NNE of Ridgecrest, CA",earthquake,0.16,0.44,0.283,22,reviewed,ci,ci
2019-07-04T18:41:14.300Z,35.6751671,-117.5148315,1.73,3.24,ml,16,137,0.09832,0.14,ci,ci38443615,2019-07-05T09:17:07.890Z,"14km SW of Searles Valley, CA",earthquake,0.34,1.1,0.202,7,reviewed,ci,ci
2019-07-06T05:06:56.210Z,35.916832,-117.7531662,3.08,3.24,ml,21,130,0.06163,0.2,ci,ci38458207,2019-07-06T11:15:43.040Z,"14km E of Little Lake, CA",earthquake,0.47,1.09,0.236,21,reviewed,ci,ci
2019-07-06T07:09:56.850Z,35.9039993,-117.7531662,5.24,3.24,ml,22,73,0.06924,0.13,ci,ci38459383,2019-07-06T19:40:12.718Z,"14km ESE of Little Lake, CA",earthquake,0.28,0.75,0.361,23,reviewed,ci,ci
2019-07-06T09:36:39.400Z,35.8688316,-117.7050018,4.32,3.24,ml,31,55,0.1218,0.18,ci,ci38461023,2019-07-06T19:39:54.357Z,"20km ESE of Little Lake, CA",earthquake,0.29,1.26,0.248,22,reviewed,ci,ci
2019-07-06T23:26:22.060Z,35.7768326,-117.5898361,1,3.24,ml,46,54,0.1458,0.17,ci,ci38469119,2019-07-06T23:51:33.715Z,"17km W of Searles Valley, CA",earthquake,0.19,0.51,0.171,21,reviewed,ci,ci
2019-07-04T19:17:51.400Z,35.6911659,-117.5121689,1.03,3.23,ml,42,61,0.1121,0.14,ci,ci38443855,2019-07-04T22:43:48.447Z,"13km SW of Searles Valley, CA",earthquake,0.24,0.75,0.252,22,reviewed,ci,ci
2019-07-06T06:16:01.130Z,35.8556667,-117.6741667,5.66,3.23,ml,21,86,0.07394,0.16,ci,ci38458783,2019-07-06T22:53:28.365Z,"23km ESE of Little Lake, CA",earthquake,0.34,0.83,0.141,109,reviewed,ci,ci
2019-07-06T06:19:42.500Z,35.8834991,-117.7218323,4.67,3.23,ml,34,52,0.08255,0.25,ci,ci38458831,2019-07-06T19:41:53.216Z,"18km ESE of Little Lake, CA",earthquake,0.32,0.78,0.268,19,reviewed,ci,ci
2019-07-06T08:31:09.330Z,35.8951683,-117.7228317,4.18,3.23,ml,42,43,0.09293,0.15,ci,ci38460279,2019-07-07T00:55:13.914Z,"17km ESE of Little Lake, CA",earthquake,0.19,0.49,0.262,21,reviewed,ci,ci
2019-07-06T10:25:07.030Z,35.8876648,-117.6940002,2.62,3.23,ml,44,60,0.08895,0.2,ci,ci38461599,2019-07-06T19:41:34.839Z,"20km ESE of Little Lake, CA",earthquake,0.23,0.42,0.218,19,reviewed,ci,ci
2019-07-06T13:34:46.240Z,35.8995018,-117.6900024,0.85,3.23,ml,41,38,0.08026,0.23,ci,ci38463807,2019-07-06T19:41:02.331Z,"20km ESE of Little Lake, CA",earthquake,0.27,0.47,0.172,22,reviewed,ci,ci
2019-07-06T07:50:02.070Z,35.7026672,-117.5578308,3.71,3.22,ml,35,76,0.1174,0.15,ci,ci38459839,2019-07-06T20:14:56.872Z,"14km NE of Ridgecrest, CA",earthquake,0.22,0.75,0.236,22,reviewed,ci,ci
2019-07-06T08:40:30.700Z,35.6071667,-117.4175,4.23,3.22,ml,9,126,0.04186,0.14,ci,ci38460391,2019-07-06T19:43:06.171Z,"18km S of Trona, CA",earthquake,0.33,0.51,0.418,5,reviewed,ci,ci
2019-07-06T09:00:56.150Z,35.8981667,-117.7336667,2.83,3.22,ml,17,75,0.08523,0.16,ci,ci38460647,2019-07-06T19:43:08.194Z,"16km ESE of Little Lake, CA",earthquake,0.31,0.57,0.227,13,reviewed,ci,ci
2019-07-06T10:02:37.250Z,35.7281685,-117.5986633,7.67,3.22,ml,40,55,0.08739,0.21,ci,ci38461335,2019-07-06T19:42:54.139Z,"14km NNE of Ridgecrest, CA",earthquake,0.26,0.77,0.227,18,reviewed,ci,ci
2019-07-06T11:54:54.020Z,35.8998333,-117.7351667,1.72,3.22,ml,35,42,0.08326,0.16,ci,ci38462687,2019-07-06T22:57:23.893Z,"16km ESE of Little Lake, CA",earthquake,0.12,0.22,0.14,30,reviewed,ci,ci
2019-07-06T12:55:24.810Z,35.8966675,-117.7268295,3.58,3.22,ml,50,37,0.09059,0.2,ci,ci38463439,2019-07-06T21:00:25.571Z,"17km ESE of Little Lake, CA",earthquake,0.18,0.62,0.255,20,reviewed,ci,ci
2019-07-04T19:00:09.510Z,35.7099991,-117.5561676,0.1,3.21,ml,33,73,0.1451,0.14,ci,ci38443751,2019-07-06T21:58:17.513Z,"15km NE of Ridgecrest, CA",earthquake,0.19,0.45,0.188,23,reviewed,ci,ci
2019-07-05T02:01:40.910Z,35.7734985,-117.6149979,0.22,3.21,ml,44,53,0.1622,0.15,ci,ci38446639,2019-07-05T02:18:12.785Z,"18km NNE of Ridgecrest, CA",earthquake,0.14,0.43,0.298,23,reviewed,ci,ci
2019-07-05T14:40:29.890Z,35.5613327,-117.6133347,3.28,3.21,ml,15,114,0.09904,0.16,ci,ci38452103,2019-07-05T18:01:59.830Z,"9km SE of Ridgecrest, CA",earthquake,0.5,1.85,0.252,6,reviewed,ci,ci
2019-07-06T06:32:24.170Z,35.937,-117.6558333,-0.11,3.21,ml,11,151,0.1319,0.37,ci,ci38458975,2019-07-06T19:43:58.312Z,"23km E of Little Lake, CA",earthquake,1.37,31.61,0.247,7,reviewed,ci,ci
2019-07-06T10:27:59.540Z,35.6860008,-117.5531693,8.61,3.21,ml,53,58,0.1239,0.2,ci,ci38461631,2019-07-06T19:43:37.953Z,"13km ENE of Ridgecrest, CA",earthquake,0.19,0.63,0.298,18,reviewed,ci,ci
2019-07-04T22:42:21.650Z,35.7211685,-117.5240021,2.21,3.2,ml,57,60,0.1435,0.17,ci,ci38445295,2019-07-05T04:22:34.040Z,"12km WSW of Searles Valley, CA",earthquake,0.17,0.53,0.201,20,reviewed,ci,ci
2019-07-05T06:40:42.510Z,35.7036667,-117.5084991,2.33,3.2,ml,58,46,0.1228,0.18,ci,ci38448487,2019-07-05T18:07:32.988Z,"12km SW of Searles Valley, CA",earthquake,0.16,0.45,0.233,19,reviewed,ci,ci
2019-07-06T10:08:02.580Z,35.8541679,-117.6798325,8.54,3.2,ml,35,36,0.0771,0.26,ci,ci38461423,2019-07-06T19:45:00.796Z,"22km ESE of Little Lake, CA",earthquake,0.33,0.87,0.284,20,reviewed,ci,ci
2019-07-06T12:49:39.220Z,35.6026649,-117.3945007,7.08,3.2,ml,43,80,0.05748,0.25,ci,ci38463375,2019-07-06T23:14:40.910Z,"18km S of Trona, CA",earthquake,0.3,0.76,0.284,22,reviewed,ci,ci
2019-07-05T05:10:37.620Z,35.7073326,-117.4753342,6.11,3.19,ml,52,64,0.121,0.16,ci,ci38447999,2019-07-05T18:08:05.949Z,"9km SW of Searles Valley, CA",earthquake,0.17,0.82,0.215,20,reviewed,ci,ci
2019-07-05T11:36:03.920Z,35.7631667,-117.5838333,7.91,3.19,ml,34,55,0.05363,0.19,ci,ci38450511,2019-07-05T23:46:51.076Z,"16km W of Searles Valley, CA",earthquake,0.2,0.67,0.123,277,reviewed,ci,ci
2019-07-06T06:06:30.910Z,35.6876678,-117.3170013,-0.98,3.19,ml,35,104,0.1555,0.77,ci,ci38458711,2019-07-07T01:00:26.896Z,"10km SSE of Trona, CA",earthquake,0.89,1.74,0.249,28,reviewed,ci,ci
2019-07-06T07:34:55.490Z,35.9353333,-117.7151642,2.36,3.19,ml,36,74,0.08437,0.19,ci,ci38459647,2019-07-07T00:57:02.456Z,"17km E of Little Lake, CA",earthquake,0.24,0.49,0.26,23,reviewed,ci,ci
2019-07-06T08:00:59.320Z,35.7543335,-117.4781647,-0.78,3.19,ml,42,80,0.1148,0.61,ci,ci38459943,2019-07-07T00:56:03.274Z,"7km WSW of Searles Valley, CA",earthquake,0.64,1.16,0.285,22,reviewed,ci,ci
2019-07-06T10:25:23.970Z,35.8979988,-117.7268295,4.04,3.19,ml,24,43,0.08983,0.17,ci,ci38461607,2019-07-07T00:48:26.373Z,"17km ESE of Little Lake, CA",earthquake,0.28,0.73,0.239,24,reviewed,ci,ci
2019-07-06T10:41:26.380Z,35.8856659,-117.6983337,7.01,3.19,ml,27,63,0.09299,0.18,ci,ci38461783,2019-07-06T20:50:47.619Z,"20km ESE of Little Lake, CA",earthquake,0.31,0.67,0.218,25,automatic,ci,ci
2019-07-06T15:32:43.790Z,35.8803329,-117.7083359,4.05,3.19,ml,48,39,0.08509,0.16,ci,ci38465087,2019-07-06T18:58:13.850Z,"19km ESE of Little Lake, CA",earthquake,0.18,0.54,0.204,24,reviewed,ci,ci
2019-07-06T18:47:46.380Z,35.6976662,-117.4824982,3.62,3.19,ml,37,133,0.1121,0.37,ci,ci38466855,2019-07-06T21:31:45.442Z,"10km SW of Searles Valley, CA",earthquake,0.54,1.52,0.347,5,reviewed,ci,ci
2019-07-06T21:07:44.770Z,35.9638333,-117.277,1.82,3.19,ml,19,60,0.07291,0.23,ci,ci38468023,2019-07-07T00:28:54.040Z,"24km NNE of Trona, CA",earthquake,0.37,0.83,0.112,29,reviewed,ci,ci
2019-07-04T19:49:04.960Z,35.6828346,-117.4918365,-0.17,3.18,ml,52,63,0.09911,0.17,ci,ci38444047,2019-07-05T03:06:15.549Z,"12km SW of Searles Valley, CA",earthquake,0.18,0.54,0.176,26,reviewed,ci,ci
2019-07-06T06:56:21.220Z,35.6860008,-117.4814987,6.83,3.18,ml,53,64,0.1005,0.15,ci,ci38459239,2019-07-07T00:58:29.143Z,"11km SW of Searles Valley, CA",earthquake,0.16,0.61,0.288,24,reviewed,ci,ci
2019-07-05T07:02:22.290Z,35.7268333,-117.5641632,1.54,3.17,ml,51,58,0.1555,0.13,ci,ci38448631,2019-07-05T17:07:03.205Z,"15km WSW of Searles Valley, CA",earthquake,0.16,0.49,0.219,23,reviewed,ci,ci
2019-07-06T04:55:21.970Z,35.7099991,-117.5506668,2.61,3.17,ml,31,58,0.1427,0.18,ci,ci38458103,2019-07-07T01:19:28.720Z,"15km WSW of Searles Valley, CA",earthquake,0.29,1.05,0.283,15,reviewed,ci,ci
2019-07-06T11:31:09.900Z,35.9249992,-117.7020035,1.38,3.17,ml,46,35,0.0821,0.18,ci,ci38462351,2019-07-07T00:44:57.331Z,"18km E of Little Lake, CA",earthquake,0.18,0.34,0.26,23,reviewed,ci,ci
2019-07-06T13:16:57.790Z,35.6489983,-117.5178299,9.86,3.17,ml,56,55,0.07709,0.22,ci,ci38463631,2019-07-06T21:02:02.005Z,"15km ENE of Ridgecrest, CA",earthquake,0.2,0.56,0.294,20,automatic,ci,ci
2019-07-06T13:41:42.790Z,35.5873337,-117.4228363,5.8,3.17,ml,63,26,0.0321,0.2,ci,ci38463903,2019-07-06T23:14:21.127Z,"20km SSW of Trona, CA",earthquake,0.18,0.48,0.314,24,reviewed,ci,ci
2019-07-06T07:04:22.240Z,35.7405014,-117.5651703,2.1,3.16,ml,32,57,0.1583,0.24,ci,ci38459319,2019-07-07T00:57:41.724Z,"15km WSW of Searles Valley, CA",earthquake,0.29,1.18,0.189,27,reviewed,ci,ci
2019-07-06T16:12:25.210Z,35.6091652,-117.4148331,3.02,3.16,ml,56,46,0.04474,0.16,ci,ci38465447,2019-07-06T18:56:13.179Z,"18km S of Trona, CA",earthquake,0.17,0.35,0.228,24,reviewed,ci,ci
2019-07-06T15:23:28.590Z,35.8458328,-117.6636658,8.15,3.15,ml,44,46,0.09027,0.24,ci,ci38464943,2019-07-06T18:58:20.857Z,"24km ESE of Little Lake, CA",earthquake,0.27,0.88,0.21,7,reviewed,ci,ci
2019-07-06T04:57:23.590Z,35.7763333,-117.593,9.4,3.14,ml,14,78,0.1531,0.25,ci,ci38458127,2019-07-07T01:19:10.865Z,"17km W of Searles Valley, CA",earthquake,0.51,2.13,0.226,26,reviewed,ci,ci
2019-07-06T07:52:11.640Z,35.8041649,-117.6281662,1.93,3.14,ml,51,42,0.1112,0.21,ci,ci38459855,2019-07-07T00:56:20.986Z,"21km WNW of Searles Valley, CA",earthquake,0.22,0.5,0.352,24,reviewed,ci,ci
2019-07-06T09:51:16.600Z,35.7803345,-117.6015015,16.97,3.14,ml,15,137,0.03548,0.18,ci,ci38461191,2019-07-07T00:52:03.645Z,"18km W of Searles Valley, CA",earthquake,0.92,1.26,0.34,28,reviewed,ci,ci
2019-07-06T04:39:10.060Z,35.8891678,-117.7418365,6.92,3.13,ml,16,103,0.08604,0.1,ci,ci38457975,2019-07-07T01:19:50.895Z,"16km ESE of Little Lake, CA",earthquake,0.36,1.16,0.272,10,reviewed,ci,ci
2019-07-06T07:01:00.090Z,35.8833351,-117.7054977,5.02,3.13,ml,26,58,0.08885,0.21,ci,ci38459295,2019-07-07T00:57:59.493Z,"19km ESE of Little Lake, CA",earthquake,0.37,0.88,0.19,24,reviewed,ci,ci
2019-07-06T09:21:23.010Z,35.7475014,-117.5709991,3.99,3.13,ml,40,44,0.07142,0.18,ci,ci38460895,2019-07-07T00:53:40.467Z,"15km W of Searles Valley, CA",earthquake,0.2,0.64,0.248,23,reviewed,ci,ci
2019-07-06T10:37:09.190Z,35.8838348,-117.6971664,3.09,3.13,ml,31,61,0.09311,0.14,ci,ci38461727,2019-07-07T00:47:45.219Z,"20km ESE of Little Lake, CA",earthquake,0.21,0.76,0.38,27,reviewed,ci,ci
2019-07-06T21:14:59.810Z,35.9020004,-117.6713333,2.57,3.13,ml,31,58,0.06577,0.16,ci,ci38468063,2019-07-06T23:58:21.630Z,"22km E of Little Lake, CA",earthquake,0.25,0.56,0.231,25,reviewed,ci,ci
2019-07-04T18:26:03.680Z,35.6646652,-117.5261688,1.2,3.12,ml,49,61,0.0938,0.15,ci,ci38443519,2019-07-06T19:30:26.493Z,"14km ENE of Ridgecrest, CA",earthquake,0.19,0.55,0.2,24,reviewed,ci,ci
2019-07-05T01:18:13.410Z,35.6580009,-117.5221634,1.38,3.12,ml,56,62,0.08647,0.14,ci,ci38446391,2019-07-07T00:27:00.040Z,"14km ENE of Ridgecrest, CA",earthquake,0.18,0.41,0.213,24,reviewed,ci,ci
2019-07-06T07:13:36.130Z,35.9464989,-117.7228317,1.22,3.12,ml,30,46,0.07702,0.19,ci,ci38459415,2019-07-07T00:57:49.072Z,"17km E of Little Lake, CA",earthquake,0.27,0.46,0.247,26,reviewed,ci,ci
2019-07-06T08:39:42.800Z,35.9226685,-117.7115021,1.84,3.12,ml,31,57,0.09021,0.16,ci,ci38460375,2019-07-07T00:54:35.008Z,"18km E of Little Lake, CA",earthquake,0.22,0.35,0.252,24,reviewed,ci,ci
2019-07-06T14:33:30.680Z,35.6344986,-117.4318314,2.85,3.12,ml,32,88,0.05391,0.2,ci,ci38464447,2019-07-06T21:05:31.838Z,"15km S of Searles Valley, CA",earthquake,0.28,0.52,0.257,23,reviewed,ci,ci
2019-07-06T16:10:10.240Z,36.0786667,-117.841835,0.6,3.11,ml,40,63,0.04024,0.19,ci,ci38465439,2019-07-06T21:12:56.304Z,"10km ENE of Coso Junction, CA",earthquake,0.22,0.35,0.203,25,reviewed,ci,ci
2019-07-06T18:23:08.680Z,35.5966682,-117.3891678,2.09,3.11,ml,48,53,0.06038,0.22,ci,ci38466655,2019-07-06T21:55:55.409Z,"19km S of Trona, CA",earthquake,0.22,0.42,0.188,24,reviewed,ci,ci
2019-07-05T10:16:34.490Z,35.663166,-117.5029984,6.09,3.1,ml,51,55,0.08341,0.15,ci,ci38449919,2019-07-05T17:04:09.383Z,"15km SW of Searles Valley, CA",earthquake,0.18,0.67,0.23,22,reviewed,ci,ci
2019-07-06T05:46:06.870Z,35.706665,-117.5501633,1.62,3.1,ml,27,108,0.1397,0.14,ci,ci38458543,2019-07-07T01:00:35.304Z,"15km NE of Ridgecrest, CA",earthquake,0.28,0.47,0.167,26,reviewed,ci,ci
2019-07-06T10:36:10.610Z,35.6829987,-117.5230026,1.17,3.1,ml,39,61,0.1083,0.16,ci,ci38461719,2019-07-07T00:47:55.421Z,"14km SW of Searles Valley, CA",earthquake,0.18,0.35,0.22,28,reviewed,ci,ci
2019-07-06T13:08:11.940Z,35.6073341,-117.4498367,10.13,3.1,ml,11,114,0.0231,0.11,ci,ci38463559,2019-07-07T00:42:49.163Z,"18km SSW of Searles Valley, CA",earthquake,0.38,1.11,0.624,6,reviewed,ci,ci
